created_at,entry_id,field1 (Ambient Temperature),field2 (Ambient Humidity),field3 (soil temperature),field4 (Leaf wetness sensor),field5 (Soil moisute sensor),field6 (Battery voltage),latitude,longitude,elevation,status
2021-08-02T00:25:56+00:00,1759,25.97188,96.30531,18.39537,5328.9717,9931.4941,3.78581,,,,
2021-08-02T00:57:31+00:00,1760,25.85608,97.73312,18.24648,4688.8818,9872.0645,3.78129,,,,
2021-08-02T00:59:16+00:00,1761,26.25311,96.65785,18.31266,4755.9829,9910.8926,3.79097,,,,
2021-08-02T01:00:58+00:00,1762,26.79901,93.23814,18.27957,4697.9951,9871.8701,3.78774,,,,
2021-08-02T01:02:44+00:00,1763,27.29528,90.91134,18.37882,4673.2095,10016.35,3.79032,,,,
2021-08-02T01:34:18+00:00,1764,25.80645,98.50873,18.29611,4064.0691,9891.2842,3.77935,,,,
2021-08-02T02:06:12+00:00,1765,26.08768,97.73312,18.3292,4361.7705,9914.9893,3.78065,,,,
2021-08-02T02:42:52+00:00,1766,27.79156,87.50926,18.74276,5154.6396,9900.9912,3.78,,,,
2021-08-02T03:14:25+00:00,1767,26.63358,92.60356,18.36228,6128.1982,9842.75,3.77419,,,,
2021-08-02T03:49:28+00:00,1768,27.62614,87.31535,18.8751,6414.3926,9962.459,3.77484,,,,
2021-08-02T04:24:12+00:00,1769,27.79156,88.14384,18.34574,6677.4399,9881.5771,3.77032,,,,
2021-08-02T04:25:59+00:00,1770,28.45327,85.16481,18.41191,6383.0771,9891.2842,3.77484,,,,
2021-08-02T04:30:52+00:00,1771,29.26385,80.75798,18.26303,6654.4507,9932.1133,3.77161,,,,
2021-08-02T05:02:29+00:00,1772,27.46071,89.04283,18.42845,8064.5166,9955.8184,3.76194,,,,
2021-08-02T05:04:13+00:00,1773,27.79156,87.49162,18.36228,8612.0176,9881.5771,3.77355,,,,
2021-08-02T05:35:51+00:00,1774,26.96443,91.9866,18.54425,7857.0732,9718.2559,3.76258,,,,
2021-08-02T06:09:27+00:00,1775,27.46071,90.75269,18.52771,8053.3413,9727.7734,3.76645,,,,
2021-08-02T06:11:13+00:00,1776,28.1555,87.9852,18.79239,8099.0703,9816.3848,3.76581,,,,
2021-08-02T11:30:49+00:00,1777,28.12242,83.71937,18.97436,12723.142,9620.1641,3.74516,,,,
2021-08-02T12:02:25+00:00,1778,27.64268,88.93707,18.92473,9442.9463,9648.8379,3.74323,,,,
2021-08-02T12:42:21+00:00,1779,29.44582,81.79799,18.80893,6571.9741,9498.6348,3.74516,,,,
2021-08-02T13:13:55+00:00,1780,26.63358,97.69786,18.72622,3265.116,9623.1953,3.73548,,,,
2021-08-02T13:45:29+00:00,1781,26.1373,100,18.92473,3298.4263,9324.6943,3.73677,,,,
2021-08-02T13:47:12+00:00,1782,26.46815,100,18.84202,3300.6274,9251.2402,3.74516,,,,
2021-08-02T13:48:55+00:00,1783,27.09677,98.68501,18.51117,3303.9343,9324.8535,3.74065,,,,
2021-08-02T14:20:40+00:00,1784,26.1373,100,18.56079,3300.3301,9242.5879,3.72968,,,,
2021-08-02T14:22:24+00:00,1785,26.46815,100,18.59388,3343.6379,9259.5762,3.74194,,,,
2021-08-02T14:24:06+00:00,1786,27.12986,96.9399,18.90819,3330.1387,9259.5762,3.73935,,,,
2021-08-02T16:43:30+00:00,1787,27.12986,96.55209,18.445,3341.4304,9456.834,3.87613,,,,
2021-08-02T17:16:42+00:00,1788,26.63358,98.03278,18.49462,3407.302,9530.1553,3.88065,,,,
2021-08-02T17:18:26+00:00,1789,27.1464,94.87749,18.41191,3426.198,9354.6113,3.87742,,,,
2021-08-02T17:21:40+00:00,1790,27.95699,90.312,18.57734,3417.8547,9302.5264,3.87097,,,,
2021-08-02T17:53:21+00:00,1791,26.30273,97.96228,18.57734,3575.5188,9475.5518,3.86387,,,,
2021-08-02T17:55:06+00:00,1792,26.63358,96.49921,18.41191,3655.3091,9313.7246,3.87097,,,,
2021-08-02T18:26:46+00:00,1793,26.30273,95.75887,18.34574,3840.7603,9276.5654,3.85871,,,,
2021-08-02T18:28:30+00:00,1794,26.65013,95.19478,18.49462,3802.6382,9285.2188,3.86774,,,,
2021-08-02T19:00:12+00:00,1795,26.30273,96.19954,18.49462,3818.6167,9267.9121,3.85806,,,,
2021-08-02T19:31:52+00:00,1796,26.30273,95.00088,18.37882,4071.9778,9392.9863,3.85226,,,,
2021-08-02T20:03:33+00:00,1797,26.26964,94.5602,18.26303,4050.6333,9267.9121,3.85226,,,,
2021-08-02T20:45:11+00:00,1798,28.12242,85.11193,18.54425,3862.8511,9259.2588,3.85548,,,,
2021-08-02T20:46:56+00:00,1799,28.20513,84.33632,18.49462,3847.6387,9504.1387,3.85161,,,,
2021-08-02T21:18:38+00:00,1800,26.1373,95.93513,18.47808,3943.6431,9354.9365,3.84323,,,,
2021-08-02T22:25:00+00:00,1801,26.78246,93.55544,18.39537,3968.9258,9285.2188,3.85355,,,,
2021-08-02T22:56:45+00:00,1802,25.80645,97.06328,18.3292,3837.8254,9381.0615,3.83677,,,,
2021-08-02T23:28:26+00:00,1803,25.80645,97.66261,18.34574,3789.7969,9464.1152,3.83806,,,,
2021-08-02T23:30:16+00:00,1804,26.1373,96.76362,18.24648,3785.425,9433.9619,3.85161,,,,
2021-08-02T23:32:06+00:00,1805,26.71629,93.20288,18.29611,3773.9758,9970.2979,3.84645,,,,
2021-08-02T23:33:56+00:00,1806,27.12986,90.41777,18.31266,3792.1997,9436.5811,3.84645,,,,
